id,ocr_text
2777,Chrystia [ Meet ( Freeland 74m
2779,NDP TomMulcair. Senthi ELECT Chelliah Senthichelliahndpica
2780,"Politique 101 Fais-toi elire Fais-toi dicter ovec cash de les lois par tes Chums Chums-Corpos-1% Corpos-1% Donnes des MILLIARDS Chums-Corpos-[% Ministre Lobbylste Corpos 4 1% Quitte paur aller Relever des noieaux defis"" ""You have start with the truth Travail ant pour tes The truth the only #Oythatwe Repetez Crums Carpos-1% get anywhere Because any Tinfini cision ~makingthat is basedupon Ignorance can t lead t0 J goodconclusion. Julian Assonge"
2781,"In In this campaign the NDP has led in almost every sometimes by a significant margin but there has been no attending scurry of spooked voters to Harper. If anything, the opposite is happening with Trudeau' s party winning back some of the ground lost to the Conservatives on the Liberal right flank by Michael Ignatieff poll"
2782,
2783,"Scarborough Centre MP Roxanne James Says Liberal Candidate Former Toronto Police Chief Bill Blair Is A Drug Pusher But Open To Accept Campaign Help From Doug Ford Who ALLEGEDLY Dealt Drugs According To The Globe and Mail 25, 2013 May"
2784,The overall federal TAX BURDEN isatits LOWEST LEVEL IN 50 YEARS
2785,
2786,"Shawn Bevins B mlns - Edlted 10 Questions NDP voters need t0 ask themselves_ Q-Will the NDP allow Quebec t0 separate at 50% referendum? A-Their policy says the NDP would recognize 'majority decision"" specified as 50 per cent plus one as enough t0 trigger talks ""in the spirit"" of the 1998 Supreme Court reference on secession: Q- Has the NDP willfully and intentionally misused taxpayer money for party satellite offices and when they got caught denied the accusations? A-Yes they were found guilty on 2 million dollars of tax dollar misappropriation and when confronted by the court; lied_ also attempted t0 have their legal defence bill reimbursed by taxpayers: To date they have refused t0 pay the 2.7 million back Q- Was Thomas Mulcair ever involved in Quebec's corruption scandal? Yes, Thomas Mulcair was approached by his iriend Laval Mayor Gilles Vaillancourt in 1994_ Mulcair kept it secret for 17 years_ Mulcair claims he did not know what was in the envelope but he knew of the corruption; Q-Did Tom Mulcair ever have relationship with Tony Accurso Quebec business man who has been charged with 900 counts 0f various accusations ranging from fraud t0 gangsterism t0 having ties with the mafia? A- Yes when Thomas Mulcair was in the Liberal Party of Quebec his boss Jean Charest had close relationship t0 Accurso and in fact there are photographs where the three can be seen happily at a Libera Party Function Q- Was Thomas Mulcair ever sued for calling fellow politician an old c@nt"" A- Yes Thomas Mulcair was sued and lost 594000 dollar lawsuit after he said cant wait t0 see you in prison you old c@nt"" to PQ Minister Yves Duhaime in 2002 0- Has Thomas Mulcair been sound fiscal manager of his personal finances? A- Thomas Mulcair has remortgaged his home 11 times: Q- Is Thomas Mulcair friendly t0 unions? A-Thomas Mulcair openly accused Quebec unions of being corrupt and stating they had no place in politics in Quebec's National Assembly on December 19th 1994 Q- Has the NDP accepted union support for the elections in 2015 A- One of Quebec's largest and sovereigntist-leaning labour federations has dropped its long-standing endorsement of the Bloc Quebecois and some of its member unions are supporting the NDP, making party leader Tom Mulcair extremely proud. Do NDP economic policies help the economy A- Alberta NDP has racked up Billion Dollars of public debt in the first 6 weeks of taking office_ They have an unemployment rate -5% the highest in 6 years: Manitoba NDP is responsible for an unprecedented debt load_ Moody's Investors Service dropped the province' term rating to AA- from AA-1 citing fast-growing debt load and failure t0 meet balanced-budget targets is the Moody"" downgrade for Manitoba in more than twO decades Nova Scotia NDP are responsible for deficit that ballooned in the ast fisca year and its net debt reached an all-time high: When the BC NDP assumed power in 1991, the B.C. provincial debt was S17-billion: When it got kicked out in 2001 it was nearly 534-billion. The NDP doubled it. Q- Is Thomas Mulcair true NDPer A- Thomas Mulcair was in negotiations with the Conservative Party of Canada when he demanded Ministerial Job the Conservatives refused_ Thomas Mulcair was also provincial member of the Quebec Liberals_ They they very long- first"
2787,PC Progressive Canadian Party Parti Progressiste Canadien
2788,
2789,"Income Inequality (Gini coefficient using adjusted after-tax income) 0,33 0,27"
2790,"GRAND OPENINGI Saturday, August 29th PORT PERRY BOWMANVILLE CAMPAIGN OFFICE CAMPAIGN OFFICE 14500 Simcoe St (McDonald's Plaza) 2316 Hwy 2, Bowmanville 9 OOam 10.OOam (near Swiss Chalet) Followed by canvass (I0 OOam Noon) 12.OOpm TOOpm JOIN US FoR CAKE, MEET ERIN, AND MINGLE WITH FRIENDS & NEIGHBOURSI Hlope gaucanke tlenel wwWerinotoole ca ERIN Phone: 905-697-0044 or 1-855-243-0976 OTOOLE Email: support@erinotooleca Mteanednednneenonnet Conservatie"
2791,
2792,"THE GLOBE AND MAIL Politics ELECTION 2015 THE GLOBE $ ELECTION FORECAST The NDP are now favoured to win the most seats as Conservatives Our election forecast; based on recent polls and historical data. projects the likelihood that = given party would win the most seats. if an election wvere held today. Our algorithn was designed in consultation with political scientist Paul Fairie (read more about how works/. This page will be updated weekly With new polls. Scroll down to explore the data. Last updated: Wednesday, September 2, 2015 drop"
2793,"Stephen Harper urges scientists to find the ""Shut Your Mouth"" particle. The Harper Conservatives cut research because 'didn't like the results"" backed out of the international climate agreement; eliminated Experimental: they"
2794,"udmninionvountice XCSA cfslfcee CSAONLINECA 20.000+ STRONG YOUR UNION: YOUR VOICE: LC CAOFSTUCENTS CSAGUELPH *CS ,"
2795,JEROME JAMES
2796,"Given the upcoming federal election, ! hope that you will askyour Liberal and NDP candidates if 'still believe that we should give millions of tax dollars to groups whose leadership promotes antisemitism, and who express support for banned terrorist groups like Hamas and Hezbollah_ In particular; I believe that Justin Trudeau should be asked for his position on funding the Canadian Arab Federation, given that a former President of the organiza Omar Algabhra,is a Liberal candidate in this election, and is described as a ""close advisor"" to Mr: Trudeau: robertlibman conservateur ca via pullquote_ they ation,"
2797,MAcLeakS NATION LEADERS DER 72055
2798,"""Mom::. When are the other kids supposed to show Up for my birthday party?"" L"
2799,GLOBAL WARMING  WE Gant FRAUD Ge AFforb Fuel NQ LNY US led Noi e Cke Caerato DeIct Ctedc ipoverty Electrichy] IKilune  MOPE! JGREEN Iliesi 5E Nnan
2800,
2801,"THE PM ANDHHIS SIsLF SINK TO 'COSBY"" LEVELS OF CREDIBILIY"
2802,AND FOuND IN POSSESSION Of A LOADED QUESTION ABknseels Gecur
2803,Latest Poll Sept; 2015 Conservative NDP Liberal Blot Green 2496 3690 3256 406 496
2804,"Doo TELUS LTE 1.58 PM 4 0 $ Search Dear Thomas Mulcair; leader of the New Democratic Party (NDP) of Canada; Why will you not endorse ALL 94 recommendations of the TRC report (Indigenous nations never agreed to the provinces having jurisdiction over them); Will you and the NDP support the rights of Indigenous nations to separate from Quebec by 50+1% if their voters so choose to do so if Quebec opted to separate from Canada (since you are not answering questions about Indigenous nations and their sovereignty in the context of your party's view on Quebec's right to separate) Will you also, if your plan is to establish a 'new relationship' with Indigenous peoples and nations, officially apologize your endorsement of Harper's working relationship with our nations which you stated to the media in January 2013_ It is clear the relationship is a failure so will you acknowledge this and retract it? Will you agree to not play politics/political chess with Indigenous rights finally? (unlike your actions as a Quebec Minister in the Provincial Government, as a NDP MP and voting with the Conservatives to move the Matrimonial-Real Property Bill forward in 2009, etc)? Write a comment Post Feed Requests Messenger Notifications More News"
2805,FHI 34 7 Tn 3 ' z y4 md DdO VDA
2806,IEXANdER ALEXANDER ALEXANDER LEXANDER ALEXANDER (EXANDER CANADA'S RESPONSE TO REFUGEE CRISL Hore Itan mlllton Syftana nate decom 598Rv Annan
2807,"BEFORE YOU APPROACH A HARPER SupporTER dlsk BE RESPONSIBLE, RESPECTFUL, SAFE_ remembeRI harper supporiers Are Very UNpREDicTABLE AND May AttacK You TheY ThInk YOu ArE: ENYIAONMENTALIST atheMATICIAN AFiaST NATIONS PEASOH SOMEONE Who FInished HiCh SchOoL SOHEONE FROH The cac Soueone FrouThe PARLIAMAENTARY duDGET OFFICE Someone Who Can READ BOOkS AND STUFF DAVID Suzuki United NANONS EMPLOYEE rehember To Speak SLOwLY AND Use Shoat woros: BeST DEFENCE Not t0 RUN BUT To Immediately Ask TheM ABOUt LAST NiGHT $ Hockey Game AnD SLowLy Back Away As They TALk BE SAFE NOT SorRYI gistl"
2808,
2809,NDP Conservatives Vote NDP Because Theres No Difference: With Mulcair We're Going Blue
2810,
2811,Hndoluna Gulct Ready vote
2812,Record-Breaking Infrastructure Investments BALANCED BUDGET LOW TAXES Public SHmulug utheeuna Liberal J0-Yeat Fenca Duilding New Bullding consug ciot Cnade Dit FoR A PROVEN STRONGER LEADERSHIP ECONOMY
2813,"THELBERALPLAN IS THE BETTER PLAN FOR MIDDLE CLASS CANADIANS VERSUS Cut taxes for the middle class; Ask wealthiest 1% to pay more taxes Provide 9/10 families with more money to help raise their kids: Lift 315,000 children out of poverty: Stop givingbig tax breaks to millionaires: PealcHANGE"
2814,"Lbera"" Tor"
2815,VOTING FOR HARPER? THATSAPADDLIN
2816,"ANDTHEN WE TOLD THEM THE WEALTH WOULD TRICKLE DOWN"""
2817,"Are you registered to VOTE? Check; update, or complete your voter registration online Elections Canada"
2818,"NEVER Percentage of immigrants UHOME who became citizens FaMILY ClaSS IMMIGRAHTS 797 26% 209 2006-2011 2000 2008 After the Refugee Exclusion Act; 5 times ACCEPTED REFUGEES aS many refugees lost ~their protected status 309 and permanent residency 2006-2012 2012 2014 DEPORTED 2006 2014 DETAINED 2006 2014 'I000 1000 people deported Dy det Consanatke ovomeo children behind bars year 807, alone2009-2010 one year; migrant detainees spent a total of 503 immigration detention 2015+2014 years the past decace; the pumber of 280,000 tempeizn mlztant werkers 6as tipled number of I0L,Ido applications under Federal Skilled 300,201 Worker Program eliminated by the federal government 2012 Non pertm aaCrt (esidents Wad enfered Camada   460,663 eelatho arthe 4a5 Dr bocama 258,953 NEVER HOME: Lepi abinp Discrimieation Canadiaa |emurtauon"
2819,Iorovo [ VBERALS
2820,9 3 1 83 | Restore Defend Vote
2821,KEEP CALM YLPOS Ten Jernlio Alaooy
2822,National Vote Intention 38% 35% 3596 35% 36% 34%6 34% 3496 3396 33% 329 35% 3296 3190 29% 30%6 3u9o 339 34% 319 2896 32% 3296 28% 2596  3096 319 30% 2996 2896 2370 23% 239 2496 249 23% 2696 22% 2296 28% 259 219 249 896 8% 7% 790 696 5% 676 696 5% 696 676 696 7% 49 696 59 590 490 496 496 496 390 3%0 496 496 596 Seenean July-16 Aelo Sobted Oo- Nov- Der Jon-15 Feb-15 Ma 15 40-15 Mo;-15 Jut% AUn %8 484cus DATA
2823,
2824,LEADER
2825,"PRIME MINISTER HARPER JUSTIN TRUD ucolni0 PWmEE Stephen Harper Justin Trudeau Kathleen Wynne want wants you to have to increase mandatory payroll taxes the choice of how you spend and The Trudeau-Wynne Plan 530,000 annud 5504/2dr Uoea save your $45,000 onmial solary s738 year neror hard-earned S60,C00 onnudl salory 51,074/gea5 tao money: 570,000 annuol salory 51.263 ycar / neoia $90.000 annuol 51.643iyed Mox PROVEN LEADERSHIP JSTNOT READY tldy calary"
2826,STAND CLEAR' JhpTON DAAEkins2ol5
2827,
2828,LSTRAICHT  DUMA OFTLCE OUT OCTOBER 2015
2829,"Notleynomics ""Increasing the minimum wage [by 50%]  will lead to more jobsl Rachel Notley; NDP Premier ""The average restaurant with 25 employees would cut 3 jobs as a result of the higher #AB wages: Restaurants Canada"
2830,P
2831,"TEAM  TRUPPE SUSAN Creating Well-paying Jobs In Aaiton London: low for Keeping 636 3828 hard-worklng (5191 Protecting "" and keeping our safe. Serious STROnG; LeADERSHIP: TRUPPE 'quallty; Coatro Noatl 'Conservative taxes Canadlang. suaeupDe Canadians, Ale € communitles"
2832,CANDIDATE VETTING CENTRE
2833,"Realc Plan"" Au' (chanee  Strongl"
2834,The Tale 0f Canada's Pasb 6 Fubure EANS ONAL DEBATE 5 ['Histoire du passe et Ulavenir du Canada
2835,4n4or
2836,"Mom, dad, why are we traveling (Quiet boy! We are colonizin /4000 kms to Europe when we have rich Europe in the name of ncighboring countries likc Kuwait; Islam _ Saudi Arabia_ Dubai; with whom we Don't ruin something share similar culture, religion and which took so long to plan! language; that could receive us? Plus, we'I have benefits! Arab countries Europe  Ycah; don't be an idiot; go along!"
2837,FOATKER Alaok atIhe results major polls federal Puny prelerence Click here latest results Tor
2838,
2839,Tweet Eric Guerbilsky @EGuerbilsky Federal Brad Trot VOWS aggressive stand against abortion: Bring out the hangers ladies #NDP #prochoice 6.17 PM 28 Sep 11 Tory
2840,Will Vote in 2015 because  . m Y 14 Year OLD cAnt #IWIlIVote2015 @IWillVote2015 8
2841,
2842,
2843,
2844,
2845,TAx Bo bu
2846,"ACK ' LEN 8 l019 ADsz"" |"
2847,"ELECT Alex Johnstone NopInpd Hamilton West-Ancaster-Dundas Join us for our OT OFFICE OPENING Friday September 18th at 5.30pm 242 Governors Rd , Dundas ~Jo; With special guest NDP MPP Catherine Fife Alex Johnstone Nop-NPD Hamilton WestcAncaster-Dundas"
2848,"@ @ 10 28 Canada Fedcral Support t0 Provincer and Territarles 3005 2006 2005 2003 2nmg 201m H 701 2 2013 Hu  2015 2006 2007 2200E 2009 ~2010 2011 -2012 2013 -2014 2015 F2016 (milllons of dollars) Major Transfers Canada Health Transfer1 20,310 20,140 21,729 22,768 24,476 25,672 26,952 28,569 30,283 32,114 34,026 Canada Soclal Transfer 1 8,415 8,500 9,607 10,552 10,857 11,179 11,514 1,859 12215 12.582 12959 Equalization? 10,907 11,535 12,925 13,462 14,185 14,372 14,659 15,423 16,105 16.669 17.341 Offshore Offset Payments? 219 386 663 645 869 443 350 ercionla Formula Financing 2,058 2118 2,279 2313 2,498 2,664 2876 3,111 3,288 3469 3,561 Other payments 680"
2849,
2850,2011 Federal Vote Participation 18-34 Years 5570 50% 4595 407 3590 3076 7596 20%6 10% MB & Sk ATLANTIC
2851,
2852,LIVE W MULCAIR CALLS FOR 'NATIONAL ACTiON PLAN' apaca Wants (ramowork ond vlolonco againgt womon Votes Juttin Trudeuntokty Dnakroneco S
2853,
2854,
2855,"The 2015 report from the Reputation Institute ranked Canada as the most reputable country in the world, based on a variety of environmental, political, and economic factors: ctvnews cd via pullquote_"
2856,"Brampton After tonight's ""leaders"" debate, what hope will have? CONFIRMED CONFIRMED CONFIRMED Nort"
2857,Diagram of geopolitical relationships in the Middle East US Lebanon Hezbollah Syria Pakistan Libya Egypt Saudi Arabia Qatar Iran Sudan Note Palestine and Houthis srael were Friend Yemen discounted for Ihe sake simplicity Uncertain Institute of Internet Diagrams karlremarks com 2015 Turkey Foe
2858,"JALZ May 208 WE MBE DOe REMENB LENI We GHes Drina DO B 20, Loid we Keurieet WE Wenl< Rnses= NE'E B 10 JANE WE WE - RNDR REMEMBEB Ra MILLIE FEB: ~VAN - POF 2009 MLER Remember JM Joubert"
2859,TomMulcair Ensemble pour le changement Ready for change
2860,REELECT CAROLYN BENNETT TRUDEAU Liberal
2861,
2862,WANTS TO BE PRIEZE MTINDSTER GETS CONFUSED BY AN ESCALATOR
2863,Corll
2864,Students: Get ready to vote The federal election is on Monday; October 19. Where do Vou consldor homc? Your Pareni nddrer Cedna nie Kcnoor ArDou rogisicrod Reglster check or with Elections Canada: Dont knov update your informatlon Hnanadaress? elections ca Chcck your votor Doyou Know information card Wmere t0 voter elections Da See the full Iist Doyou have thet rlght ID? ol accepted ID at Nlccnonsca Votc carly: al your advance poll Irom Oeober 0E Vote on Octobcr 19 your polling place any Elcctions Canada olfico or by mail (by October 13) Ready Contacr Elections Canada tor everyinng you need Knor pe ready vote vote elections ca 1-800-463-6868 BTTY 1-800-361-8935 Ortobe [9Z015
2865,3/21 2012 depression turnip @meaganrosae 21 Mar millions of potential LIVES are WASTED every DAY when america's men blow a load! an outragel I demand a law that bans men from jerking offl 11 Retweeted by Eric Guerbilsky
2866,P
2867,
2868,76 STEPHEN sukymclnce HARPER relect  Conservative
2870,
2871,00 70% 11.23 PM Tweet Mitch Moroz @MitchMoroz AM GOING TO DRESS AS AN NDPER AT HALLOWEEN: When kids come to my door instead of glving them candy: I am going to take half their treats and give them to kids too lazy to Eo trick or treating 3.31 PM 02 Sep 15 16 RETWEETS 20 FAVORITES Reply to Mitch Moroz
2872,4o Deau IDRONTD JA 95 FEATURES = Kou BLf_ 1
2873,HT Tanis BrLCHT 4rec GieSB- GIESBREcht | GIESBREQ Mannn Iadn Dt dordo HT Gies8rE' SBRECHT GIESBRECHT Aout Con Tvober ~DordAMPcom OORDON SBRECHT GIESBREcHt | Ieconea HhT GiESBRECH] Cotdampcom Get
2874,
2875,P
2876,Wliere Finance Minister Joe Oliver
2877,
2878,7ize RETV
2879,"'Prosperity for people is what it's all about That's why we're opening up new markets_ PM STEPHEN HARPER MARCH 30 , 2015"
2880,
2881,Justin Trudeau pledges billions in new funding for affordable housing Shared by Pam Damol cbc_ca - Liberal Leader Justin Trudeau is pledging billions of dollars of investment to boost affordable housing across the country: Trudeau released his party's housing policy during campaign stop in do:.
2882,Liberal
2884,
2885,"Ied ~Balora . Enetrn Robd"""
2886,Kerry Diotte added new photos Just now FRUIT OF THEIR LABOUR: | love door-knocking in my bid to be the Conservative member of Parliament for the new north-side riding of Edmonton Griesbach: But especially love door knocking this time of year to see all the amazing produce folks like these beefy tomatoes and plums saw in Delwood_ A nice Italian-Canadian family Iet me sample some of their plums: Yummy; right oif the treel Care t0 join uS at the doors one night? Message me. grow juicy
2888,7 BELIEVE A PRIME MINISTER HAS 3 MAIN JOBS: KEEPING OUR COUNTRY UNITED KEEPING CANADIANS SAFE & ENSURING EVERYONE HAS A REAL & FAIR CHANCE TO SUCCEED JJUSTIN TRUDEAU
2889,Liberal HAN
2890,Scott MBGGU KEVIN Bell WAUGH Liberal TRUDEAU conenat
2891,
2892,0 CBC
2893,CHRIS ALEXANDER SUSPENDS CAMPAIGN RETURNS TO RIS UFFICE TO DEAL WITH REFUGEE CRISIS
2894,"Don Peat @reporterdonpeat 31m Liberal Party says University-Rosedale Liberal candidate Chrystia Freeland will be at Joe Oliver's men-only economic update"" today #cdnpoli 2 1 Chrystia Freeland @cafreeland Im @reporterdonpeat Joe cancelled once we all found out he was doing this private, men'$ club briefing: Ashamed of himself? #noshowjoe 1/2"
2895,"bitednton} DRECH"" Sieddar aiteb_ dIui qicobal EchT  Icht"
2896,VOTE FOR HARPER YOU LYING PIECES OF SH*T For A PROVEN STRONG LEADERSHIP CANADA
2897,
2898,
2899,
2900,Ave (QuEbEC Vador HARPER Uhaul UHAU KNEW metre| 24 Terminal ERee daly]
2901,#NDP
2902,Lndect Lonoc Vn backofthebookca Ean onlua naalunt Vii - {0 3 535 BOOK NOW LCcq- Pcutlc} culTLRL VOLNiL ANdiLch UNc A4ts*Jb3or IEAILRLS [HLInEEC aui Shattering Stephen CcaiscMa Harper's Legacy @y cbudo Dardrcs Ati dim 124Pre Kjnadonnteie Fnen nchtarto billartra Ceenae mery nerest Fett abhubxk Io Aroart Aocroeletaheet; RAcodhad ] CBINEV5 Volersex cilenden~caseduthe= Wrigadboo  Lao GulTRL PUnSS VHEMCEO wunina Vanccuter Baby botxcats maxe Surrise wisitt0 Ca
2903,{y
2904,"Harper has spent S800 million of our tax dollars on govt: ads so far #HAH time see a giant pothole o a crumbling bridge, I'm so thankful that my tax dollars have been spent on propaganda Action Plan ads instead of actual infrastructure_ Every"
2905,GORLON 4ILLEA OTEI JOAN MOULAND Liberal TRUDEAU
2906,"If you really believe Mulcair can keep all these promises without raising YOUR taxes; vou are dreamingl  S15/hr mirinum Yage S9 mfllion annually forest Iire training, 530 niltian tof tourism S40 mlillon for manufacturing S115 mlllior Iate the cBC 5250 milllen to recrult pollca S400 millton annually GIs Ior sunlors S13 billion busintss billion cities fartrnslt 55 billlon annually clttos fot Infrnstructute billlamannually lorsubsidhed davcare Slabllllon for ""maternalhealth"" (abortion) In devcloping countrios 536 billion in healthcare {mnsfers YettTo BE PRIced; Tokaffordable housing units Fenkoc rom 67 L0 65 Peso dellvery Anotlier Inawiry into Aborinnal Woment Cap nrde for business cuts mall"
2907,"Best joke ever A man died and went to heaven. As he stood in front of St. at the Gates he saw a huge wall of clocks behind him  He asked, ""What are all those clocks?"" St: Peter answered; ""Those are Lie-Clocks Everyone on Earth has a Lie-Clock: Every time you lie the hands on your clock will move. ""Oh;' said the man, 'Whose clock is that?"" ""That's Mother Teresa's. The hands have never moved, indicating that she never told a lie ""Incredible, said the man: ""That's Abraham Lincoln's clock: The hands have twice;telling us that Abe told only two lies in his entire life ""Where's Harper's clock?"" ""His clock is in Jesus' office. He's using it as a fan Peter Pearly moved celing"
2908,"If you think 25 years with no Cardian abortion law is too long, please raise your hand; 10-week aborted baby weneedalaw ca"
2909,"INDICENOUS VOTELETHDRIDCE EVENT #3 SEPT. 19/15 | 5-I0PM YOUR OICE IOTE MATTERS DLOODRESERVE STANDOFF, AD MUL TPURPOSEDUILDINOOYM MEATY7,ELACKFOIT TEAAITOAY Round Table Discussion Round Dance Join us for night cornunity conversation connection around Gbut nutters cost You in tho upconing Federal clection _ The Federal clection Octobor 19 2015 YouT voice matters; your vote matters This is free event . For questions_ concerds or i[ you need arrange ride_ contact rohabgpace chairegnail-com"
2910,
2911,Mo ca TORON Toronto €
2912,"STAND WITH _ PM HARPER Make Donation Loday and receive afree Coffee unien=id Camilt! Tnaenelenteen Hcaen PROVEN LEADERSHIP STRONG CANADA Jc, Mug"
2913,CANADIAN ECONOMY DECLINES JOE OLIVER ROTS IN A PRISON OF HIS OWN MAKING 0.6 % 0.4 0.4 0.2 -0.2 -0.1 -0.2 -0.1 0.0 -0.2 DEC JAN FEB MAR APR MAY SOURCE; STATISTICS CANADA THE CANADIAN PRESS
2914,Treject the premise of the ~question Little Stephen Harper is questioned about cherry tree
2915,Stop Balry
2916,Real Change StrongPlan:
2917,"HARPER'S TAX CUTS & CREDITS #esst PLELEIRANSTCRECT CAALALSS NNS EXEMPON SstassT DisABuTY Exemption PERONNINOMETAKES ENUA GNNS ENMFTONL EEKDRMRs MEALDeducion IaxerettLcreAse5 arv PERSTXALE EriONS CAALSL GANE INC EASIU 10 RESNEUSAH UTY SAMNGS Hiaa @OMERENONSILONT EREDT Nada EXPLONYINICREDIT EHNICAAS EGMPIoN RRRRLExBLLY otoee FRSTILE EuyeRS TAX GREDIT COSCE TCOLS PERMANENT RESIDENCE FEE ALCNED RESR TQ RoS? MCMEBUYERS FLAN JEXIBCOK CREDIU MNDBALEXPLORATION CREDIT RLSEL INGREASED  UNMRN CHILDCARE BENEFIT} Scholri ? DeMrtON Msaking Incove uax 0encet EULY INGONE SPLTING RopEGeusiiNcr aSCD EANSULLSSISU LONATIONSONCDRECRAIKNS SENIORS PENSION INCOME SPUTTING AERSTDEATHS Linznne IncREASETC ? RESPS Cild CUSTODy BENFFIS Dens NiNcOME creDit NCriieoN RESIEINTOEDUCION  VMn CHLdrNSArT TAKCrEDT Corie ""HIE DMDE:Ds,t42b ImikarEemttkon Cocn EENSES OILRIMSDI Fneentat MNERAL EXPIORATION TAX CREDI VolunyterFircf ohieR CreDit {EOUSN/DEDENDANT WCREASE Jnrrcsmngs AccouniS & many morell! CANADIAN CONSERVATIVES More #elxn42 coverage: facebook com/CanadianConservatives lvaf"
2918,8 HARPE KNEW
2919,REPORT ON WEALTHINCANADA 47.9% 6% 50% OF CANADIANS TOP 10%
2920,LOve 16 Denon LDP Laura Wet Mna HOPE OPTmSM Casselman Scoidotouan
2921,Trying to pick my favorite politician is like trying to decide which STD would be best for me_
2922,Economic Numbers May Be   Swirling But We Arez STOCI ET BALANCED BudG ET STEADY AS SHE GoES
2923,"ONLY HAD OnLY A HEART HAD A BRAIN;, ONLY HAD A SMILE , ONLY HADA PRAVER"
2924,BMo @ BMO CENTRE
2925,Tcsogl Icsos
2928,TM i
2929,"(OLD MAN YELLS AT CLOud} 1d+JE pcri 0&5 Ho:ukk If: 02c aistj' Ka"" d' hdysvr >-cj  Jm:4 ehy "" Ksnu uah KT ""0 ,V} Eija: EL(2.FFh ( Ee:Abtat ~f[ Knclce( EIIs ii jc'xud"
2930,
2931,General Rick Hillier hr Ive just seen the appalling 'Friends of the CBC' ad one time too many the one where essentially paint the Government of Canada as murderous thugs similar to the mafia: the one where two men tied t0 chairs sink as in a mafia hit. It's appalling and should be ashamed: The broadcasters should refuse to air it. If this group wants to end political influence on CBC there is a simple way to do it: refuse the more than a billion dollars a year of tax payer money they receive and earn their own way as other networks are required to do. Take that commercial away_ they they
2932,91alacki Ba&y
2933,"take na steps; no comments Whether public amongst Party personne memhers which could be Interpreted undeistonod the nominated candidate way: The party""s 51-page application form for nomiation canalidates also asks candidates extensive questions ahout thelr past and requires them to stgn walvers allow the Conservative Party Vew thelr flles with the Canada Kerenue Agency; the Canada Border Services Agency; Department of Natlonal Defence and Citizenship and Immigration Canada. Conservative Party spokesman Cory Hann was tight-lpped ahout the party'$ Good Conduct Bond, saying ""It an Internal party matter. Nor would he say whether any nomination candidates have ever forfeited the bond because of their conduct. Veteran Conservatives saythe Good Concuct Bond appears t0 have been Introduced sometlme after Stephen Hamper became leader of the pary Mare oppose"
2934,Figure &: Problems in Finding Housing Incama ARordability Ovcnthclming sticE Diiminnion Famik stuxtion Nol (usunein sCRtsuppon Physical health Venthctth Diaability Orhcrs
2935,Rogo]-ikrud) 3415 If you get & call from the Voter Ouitreach Centre; it's the Conservative party
2936,"MACAY: AND TO HAKLLAK THOSE WHCMCANNOT EMBRACE THE RKH DIVERSITY OF OUR PEOPLES, REGARDLESS COLOUR OF A WIG, OR THE CONTENT OF THERR FACE MAKE-UP, BOLDLY DECLARE; YOU ARE NOT OF MY CANADA _ JT Bozo ERUPTioN' COME-BACK_ 5t5t3k The"
2937,"Ready : to= vote October 19, 2015"
2938,
2939,(Get Gord Cnute
2940,"12 victims, 12 masked executioners ISIS ISIS execute Fman with BAZOOKA dozen Men accused fighting shocking new video: behcads sickening video prisoner after group blast for Al Qacda In new tying him - post ISIS executes women children In Kobane ISIS burn 45 people death in capturcd Terror attacks on 3 Iraqi town al-Baghdadi as Islamists attack continents; including 37 tne nomes security forces families killed at Tunisia hotel VOTED ISIS IS EVIL, VILE, PROMISED AGAINST AND MUST BE TO RETREAT UNAMBIGUOUSLY in the fight fighting ISIS against ISIS OPPOSED. Totror"
2941,Conservative NDP Liberal 26% 33% 31% green 'BLOCois 6% 4% National ballot tracking from Nanos Research
2942,"If you think 25 years with no Cardian abortion law is too long, please raise your hand; 10-week aborted baby weneedalaw ca"
2943,PC Vote the prentice Tcam
2944,
2945,015
2946,
2947,FACT CHECK: Harper Government Health Care Funding 556 Billion 547 Billion 40 1 529 Billion 20 2006-2007 2015-2015 2019-2020 (Budget plan) Year Figures represent transfers for health care and social programs MANNING Source: Publlc Accounts; 2015 Federal Budget CENTRE For BDILDING DENCCRACY
2948,OF COURSE HARPERDOESNT KNOW WHERE BATHROBEGUYS CLOTHES ARE pom YOULYING PIECE OFSHDT HIONal
2949,
2950,Tweet Eric Guerbilsky @EGuerbilsky Federal Tory Brad Trot vows aggressive stand against abortion: Bring out the hangers ladies #NDP #prochoice 6.17 PM 28 Sep 11
2951,"THE JEWISH COMMUNITY, THE FEDERAL ELECTION AND YOU AN EVENING OF AWARENESS, DISCUSSION & EDUCATION SEPTEMBER 2,2015 ADVANCE RECISTRATION REQUIRED  5,3OPM-7,3OPM PLEASE VISIT CJPAC CA/VANCOUVER Creekside Community Centre Light Kosher refreshments Athletes Way; Vancouver BC will be served Multi-purpose Room 4 HOSTED AND FEATURING PRESENTATIONS BY: CIJA JEWISH FEDERATION CJPAC"
2952,"shawndearn @shawndearn UK's human rights policies for gay equality violate natural law; says http:l/bit ly/bewyJ5 Dear Pope Benedict go fuck yourself: 2010-02-02, 6.43 Pope"
